# Input,GeneSymbol,GoTermID
cd44,CD44,"GO:0001955, GO:0060442, GO:0001658, GO:0051216, GO:0007155, GO:0098609, GO:0007160, GO:0016477, GO:0044344, GO:0019221, GO:0030214, GO:0006954, GO:0034238, GO:0070487, GO:0043066, GO:2000562, GO:0043518, GO:0050728, GO:1902166, GO:0002906, GO:0045590, GO:0031175, GO:0002821, GO:0070374, GO:0010628, GO:0034116, GO:0033674, GO:1900625, GO:0033031, GO:0033138, GO:0050731, GO:0099173, GO:0006898, GO:0001558, GO:2000392, GO:0099159, GO:0031667, GO:0033189, GO:0042110, GO:0016055, GO:0002246, GO:0044319"
cd79b,CD79B,"GO:0002250, GO:0030183, GO:0050853, GO:0008150, GO:0006955, GO:0002429, GO:0045954, GO:0009617, GO:0007165"
cd83,CD83,"GO:0043367, GO:0006952, GO:0002468, GO:0006959, GO:0032613, GO:0032623, GO:0032633, GO:0032713, GO:0043372, GO:0032733, GO:0032743, GO:0007165, GO:0002286"
cd86,CD86,"GO:0002250, GO:0042113, GO:0007155, GO:0007166, GO:0071345, GO:0071222, GO:0071248, GO:0051607, GO:0006955, GO:0043011, GO:0002668, GO:0042130, GO:0042104, GO:0008284, GO:0045893, GO:0002639, GO:0032743, GO:0032753, GO:0032761, GO:1901224, GO:0042102, GO:0045630, GO:0032496, GO:0034341, GO:0009410, GO:0001878, GO:0042110, GO:0031295, GO:0002309, GO:0034138, GO:0002224, GO:0046718"
cd9,CD9,"GO:0007155, GO:0008283, GO:0071404, GO:0007342, GO:0008347, GO:0014905, GO:0008285, GO:0090331, GO:0014003, GO:0030913, GO:0030168, GO:0031623, GO:1905521, GO:0007338, GO:0035036"
cdc14a,CDC14A,"GO:0008150, GO:0051301, GO:0006338, GO:0060271, GO:0015074, GO:0000226, GO:0032467, GO:0006470, GO:0007096, GO:0006357, GO:0006278, GO:0007605"
cdc42,CDC42,"GO:0030036, GO:0090135, GO:0007015, GO:0030041, GO:0034332, GO:0009653, GO:0048675, GO:0007411, GO:0007409, GO:0007298, GO:0035147, GO:0060446, GO:0062139, GO:0003161, GO:0003253, GO:0032488, GO:0098609, GO:0051301, GO:0034329, GO:0042074, GO:0030031, GO:0030030, GO:0007349, GO:0071346, GO:0060271, GO:0030866, GO:0048813, GO:0036336, GO:0060997, GO:0046843, GO:0007391, GO:0035050, GO:0035010, GO:0006897, GO:0016197, GO:0086101, GO:0030010, GO:0045198, GO:0051683, GO:0051649, GO:0045200, GO:0035088, GO:0007163, GO:0051601, GO:0046847, GO:0007030, GO:0060047, GO:0003015, GO:0035099, GO:0035318, GO:0007229, GO:0001822, GO:0030225, GO:0030011, GO:0045185, GO:0032402, GO:0035011, GO:1904124, GO:0099563, GO:0044788, GO:0008045, GO:0031333, GO:0097206, GO:0007274, GO:0048664, GO:0031175, GO:0048812, GO:0038189, GO:0007097, GO:0051647, GO:0016318, GO:0048477, GO:0072384, GO:0006909, GO:0006911, GO:0042461, GO:0045494, GO:0043085, GO:0030307, GO:0030335, GO:0090050, GO:0051130, GO:0032467, GO:0045740, GO:0060501, GO:0051491, GO:0090316, GO:0046330, GO:0010592, GO:0043410, GO:0043525, GO:0048549, GO:0045860, GO:0051897, GO:0031274, GO:0051496, GO:1900026, GO:0051835, GO:0090303, GO:0008104, GO:0072659, GO:0006468, GO:0032956, GO:0030833, GO:0051988, GO:0050770, GO:0008360, GO:0017157, GO:0051489, GO:0010591, GO:0007088, GO:0099159, GO:0046928, GO:0099175, GO:0043393, GO:0051492, GO:0008582, GO:0009749, GO:0009611, GO:0060041, GO:0007266, GO:0050975, GO:0007264, GO:0007286, GO:0002040, GO:0060661, GO:0021762, GO:0048010, GO:0016192, GO:0060071, GO:0042060"
cdh1,CDH1,"GO:0030036, GO:0034334, GO:0034332, GO:0070830, GO:0016339, GO:0060070, GO:0007155, GO:0098609, GO:0070586, GO:0003370, GO:0044331, GO:0007043, GO:0042074, GO:0000902, GO:0071230, GO:0071681, GO:0071285, GO:0090102, GO:0060027, GO:0046697, GO:0002159, GO:0007398, GO:0007566, GO:0040016, GO:0055113, GO:0003382, GO:0010669, GO:0061436, GO:0001702, GO:0008354, GO:0007156, GO:0060576, GO:0001701, GO:0007275, GO:0030517, GO:0090090, GO:0022408, GO:0030336, GO:0050680, GO:1903077, GO:0010955, GO:0001841, GO:0001764, GO:0031175, GO:0021983, GO:0022409, GO:0045893, GO:0042307, GO:1903829, GO:0072659, GO:0019538, GO:0060693, GO:0010468, GO:2001222, GO:0099576, GO:0032880, GO:2000008, GO:0140459, GO:0071503, GO:0009636, GO:0009410, GO:0060662, GO:0007605, GO:0007416, GO:0001829, GO:0035847"
cdkl2,CDKL2,"GO:0035556, GO:0006468, GO:0051726, GO:0007548, GO:0007165"
cdkn1a,CDKN1A,"GO:0031100, GO:0035904, GO:0034198, GO:0071460, GO:0006974, GO:0071480, GO:0034605, GO:0071479, GO:0071493, GO:0090398, GO:0030330, GO:0008544, GO:0048144, GO:0000082, GO:0007507, GO:0051170, GO:0060574, GO:0097193, GO:0042771, GO:0001701, GO:0030216, GO:0043616, GO:0031571, GO:0007095, GO:0043066, GO:1905179, GO:0030308, GO:0008285, GO:1904030, GO:0045736, GO:2000279, GO:2000134, GO:0010629, GO:0042326, GO:0032091, GO:0001933, GO:1904706, GO:0090402, GO:0030890, GO:0045740, GO:0048146, GO:0043068, GO:0045860, GO:2000379, GO:0006606, GO:0007265, GO:0051726, GO:1902806, GO:0000079, GO:2000278, GO:2000045, GO:0010389, GO:0007346, GO:0090399, GO:1904044, GO:0046685, GO:0051412, GO:0051384, GO:0055093, GO:0009636, GO:0009411, GO:0009410, GO:0010165, GO:0072331, GO:0035914, GO:0007519, GO:0090400, GO:0042246, GO:0042060"
cdkn2a,CDKN2A,"GO:1990000, GO:0008637, GO:0006915, GO:0060057, GO:0097190, GO:0000422, GO:0007049, GO:0071480, GO:0071333, GO:0070301, GO:0090398, GO:0021549, GO:0008544, GO:0042593, GO:0030216, GO:0043616, GO:0033598, GO:0051882, GO:0030889, GO:0045786, GO:0030308, GO:0001953, GO:0008285, GO:0045736, GO:0045892, GO:2000346, GO:0033088, GO:0033600, GO:0032088, GO:0042326, GO:0032091, GO:0051898, GO:1904750, GO:2000435, GO:1903051, GO:0090071, GO:0000122, GO:2000059, GO:1904667, GO:0051444, GO:0022008, GO:0030575, GO:0090402, GO:0043065, GO:0060058, GO:0051091, GO:0043517, GO:0045893, GO:0010628, GO:2000111, GO:1900182, GO:0033235, GO:1901798, GO:0034393, GO:0045944, GO:0031648, GO:0070534, GO:1902570, GO:0034504, GO:0000209, GO:0050821, GO:0016925, GO:0007265, GO:1902510, GO:0051726, GO:0000079, GO:0051090, GO:2000045, GO:0010468, GO:0046822, GO:0046825, GO:0031647, GO:1903214, GO:0090399, GO:0061771, GO:0070542, GO:0009651, GO:0009410, GO:0006364, GO:0009303, GO:0048103, GO:0035019"
cdo1,CDO1,"GO:0006534, GO:0006954, GO:0007595, GO:0019448, GO:0019452, GO:0046439, GO:0043200, GO:0097184, GO:0051591, GO:0045471, GO:0033762, GO:0051384, GO:0000097, GO:0042412, GO:0019530"
cebpa,CEBPA,"GO:0006953, GO:0031100, GO:0050873, GO:0030154, GO:0008283, GO:0071285, GO:0071356, GO:0071466, GO:0008203, GO:0019221, GO:0060216, GO:0006351, GO:0001892, GO:0097009, GO:0002070, GO:0045444, GO:0006091, GO:0042593, GO:0030851, GO:0035701, GO:0071425, GO:0030097, GO:0048839, GO:0140467, GO:0070102, GO:0055088, GO:0001889, GO:0030324, GO:0030225, GO:0007613, GO:0007005, GO:0030099, GO:0002573, GO:0045786, GO:0008285, GO:0045892, GO:1902034, GO:0000122, GO:0030223, GO:0007219, GO:0002076, GO:0045893, GO:2000144, GO:0045600, GO:0010628, GO:0050729, GO:0043032, GO:0045669, GO:0032436, GO:0045944, GO:0060215, GO:0051726, GO:0045595, GO:0042127, GO:0006355, GO:0006357, GO:0071548, GO:0007584, GO:0080184, GO:0033274, GO:0006360, GO:0000050, GO:0050872"
cebpb,CEBPB,"GO:0006953, GO:0050873, GO:0071230, GO:0071347, GO:0071222, GO:0042742, GO:0006351, GO:0001892, GO:0045444, GO:0002432, GO:0072574, GO:0006955, GO:0006954, GO:0140467, GO:0070059, GO:0001889, GO:0097421, GO:0060644, GO:0033598, GO:0007613, GO:0061515, GO:0045892, GO:0010629, GO:0043524, GO:0042130, GO:0000122, GO:0030182, GO:0001541, GO:0070169, GO:0120162, GO:0051091, GO:0045893, GO:0045600, GO:0010628, GO:0050729, GO:0032753, GO:0045669, GO:2000120, GO:0045944, GO:0045595, GO:2001198, GO:0006355, GO:0032675, GO:1901329, GO:0045670, GO:0006357, GO:0009617, GO:0034976, GO:0032496, GO:0001878, GO:0035711, GO:0006366"
cfh,CFH,"GO:0001905, GO:0001525, GO:0046034, GO:0008150, GO:0007596, GO:0060348, GO:0051216, GO:0070301, GO:0071222, GO:0071346, GO:0006956, GO:0006957, GO:0008340, GO:0010467, GO:0032835, GO:0007157, GO:0002434, GO:0006955, GO:0016064, GO:0006954, GO:0090594, GO:0001822, GO:0050901, GO:0032042, GO:0140053, GO:0007005, GO:0070487, GO:0050905, GO:0001780, GO:0051640, GO:0002251, GO:0046530, GO:0070527, GO:0006508, GO:0030449, GO:0030451, GO:1903659, GO:0034097, GO:0002021, GO:0060041, GO:0003406, GO:0046548, GO:0035886, GO:0007601"
cftr,CFTR,"GO:0097186, GO:0015701, GO:0071454, GO:0071320, GO:1904322, GO:0034605, GO:0032870, GO:1902476, GO:0006821, GO:0006695, GO:0030301, GO:0042742, GO:0035162, GO:0070166, GO:0051649, GO:0008354, GO:0007507, GO:0045087, GO:0051454, GO:0070121, GO:0097421, GO:0030324, GO:0097535, GO:0060081, GO:0034220, GO:0006811, GO:0050891, GO:2000077, GO:1905460, GO:0031016, GO:1902161, GO:0070175, GO:1904446, GO:0045921, GO:0035774, GO:0033005, GO:1902943, GO:0090022, GO:0002679, GO:0034097, GO:0034976, GO:0043627, GO:0043434, GO:0009410, GO:0035725, GO:0060063, GO:0048240, GO:0030217, GO:0030321, GO:0035377, GO:0006412, GO:0055085, GO:0042311, GO:0006904, GO:0006833"
chrm3,CHRM3,"GO:0095500, GO:0071880, GO:0007197, GO:0019722, GO:0007268, GO:0007213, GO:0007186, GO:0007187, GO:0099105, GO:1990806, GO:0003063, GO:0007399, GO:0007207, GO:0032024, GO:0045987, GO:1904695, GO:0045907, GO:0036211, GO:0032412, GO:0003056, GO:1905144, GO:0046541, GO:0007165, GO:0006939, GO:0007271"
chrm4,CHRM4,"GO:0071880, GO:0007197, GO:0007166, GO:0007268, GO:0007213, GO:0007186, GO:0007187, GO:0040012, GO:0007165"
chrna4,CHRNA4,"GO:0095500, GO:0001508, GO:0042113, GO:0035095, GO:0006816, GO:0007268, GO:0050890, GO:0006281, GO:0060079, GO:0035640, GO:0060080, GO:0007626, GO:0051899, GO:0034220, GO:0006811, GO:0050877, GO:0019228, GO:0099171, GO:1903048, GO:0014059, GO:0042391, GO:0007585, GO:1905144, GO:0001666, GO:0035094, GO:0006979, GO:0019233, GO:0007165, GO:0007271"
ckb,CKB,"GO:0030644, GO:0071391, GO:1904568, GO:0021549, GO:0140651, GO:0046314, GO:0021762"
cldn1,CLDN1,"GO:0070830, GO:0016338, GO:0007155, GO:0045216, GO:0034331, GO:1903545, GO:0071284, GO:0071560, GO:0071356, GO:0071346, GO:0008065, GO:0090557, GO:0061436, GO:0097421, GO:0035633, GO:1903348, GO:0030335, GO:0060054, GO:0090303, GO:0051259, GO:0071548, GO:0045471, GO:0070673, GO:0032496, GO:0009636, GO:0046718, GO:0061772"
cldn4,CLDN4,"GO:0070830, GO:0016338, GO:0007155, GO:1902476, GO:0007623, GO:0061436, GO:0007565, GO:0030335, GO:1905050, GO:0090303, GO:0022604, GO:0070293, GO:0032570"
cldn5,CLDN5,"GO:0070830, GO:0016338, GO:0007155, GO:0098609, GO:0007043, GO:1990963, GO:0061028, GO:0060325, GO:0007612, GO:0035633, GO:0042552, GO:0016525, GO:0030336, GO:1903660, GO:0010629, GO:0043116, GO:0003151, GO:1903348, GO:0008284, GO:1903142, GO:0010628, GO:0032092, GO:0045471, GO:0060021, GO:0120192, GO:0007179"
clec4d,CLEC4D,"GO:0002250, GO:0061760, GO:0071226, GO:0042742, GO:0038094, GO:0045087, GO:0043123, GO:0030887, GO:0002292"
clec4e,CLEC4E,"GO:0061760, GO:0044419, GO:0042742, GO:0038094, GO:0006955, GO:0045087, GO:0002221, GO:0001819, GO:0002292"
cln6,CLN6,"GO:0008150, GO:0008203, GO:0001573, GO:0030203, GO:0031987, GO:0007042, GO:0007040, GO:0009057, GO:0045862, GO:0030163, GO:0007601"
clu,CLU,"GO:0097242, GO:0055059, GO:0000902, GO:0071363, GO:0032286, GO:0051131, GO:0061077, GO:0006956, GO:0006958, GO:0031018, GO:0044849, GO:0002434, GO:0045087, GO:0048312, GO:0097193, GO:0006629, GO:0001774, GO:0061518, GO:0051646, GO:0007005, GO:1902430, GO:1905907, GO:0043066, GO:1902230, GO:0043524, GO:0031333, GO:0090201, GO:1903573, GO:0048812, GO:1902004, GO:1905908, GO:0043065, GO:0045597, GO:0008284, GO:0010628, GO:2001244, GO:1902998, GO:0051092, GO:0045429, GO:0032436, GO:0031334, GO:0048260, GO:0032760, GO:2000060, GO:0017038, GO:0050821, GO:0061740, GO:1900221, GO:0042981, GO:0042127, GO:1902847, GO:0043523, GO:0001836, GO:0048678, GO:0009416, GO:0051788, GO:0035864, GO:0009615, GO:0043691, GO:0033750, GO:0007165, GO:0007283, GO:0055085"
cma1,CMA1,"GO:0002003, GO:0034769, GO:0071333, GO:0140447, GO:0022617, GO:0030901, GO:0006518, GO:0045766, GO:0030163, GO:0016485, GO:0006508, GO:0050727"
cmip,CMIP,GO:0001701
cnksr2,CNKSR2,"GO:0035556, GO:0099173, GO:0099084, GO:0009966, GO:0050808"
cnnm2,CNNM2,"GO:0030026, GO:0010960, GO:1903830, GO:0015693, GO:0006811, GO:0055085, GO:0006810"
cnr1,CNR1,"GO:0007189, GO:0007188, GO:0007413, GO:0007409, GO:0038171, GO:0007154, GO:0042593, GO:0007186, GO:0007187, GO:0007611, GO:0008610, GO:0001889, GO:0060135, GO:0007613, GO:0006555, GO:0045759, GO:0045776, GO:0033602, GO:0031999, GO:0033004, GO:0043271, GO:0051001, GO:0014063, GO:0002866, GO:0043065, GO:0045777, GO:2000253, GO:0031622, GO:0010976, GO:0060259, GO:0050796, GO:0019216, GO:1900452, GO:0019222, GO:0060405, GO:0099509, GO:0032228, GO:0051966, GO:0042220, GO:0045471, GO:0032496, GO:0035094, GO:0007584, GO:0098921, GO:0023052, GO:0007165, GO:0007283"
cnr2,CNR2,"GO:0007189, GO:0038171, GO:0007154, GO:0007186, GO:0007187, GO:0060218, GO:0035701, GO:0097241, GO:0030097, GO:0006955, GO:0006954, GO:0030595, GO:0001889, GO:0006555, GO:0045759, GO:0033004, GO:0051001, GO:0032229, GO:0019222, GO:0001975, GO:0032496, GO:0023052, GO:0007165, GO:0099553"
col14a1,COL14A1,"GO:0007155, GO:0098609, GO:0030199, GO:0030198, GO:0048873, GO:0061050, GO:0003229"
col1a1,COL1A1,"GO:0001525, GO:0001568, GO:0060346, GO:0060351, GO:0071230, GO:0071364, GO:0044344, GO:1902618, GO:0071333, GO:0071260, GO:0071300, GO:0071560, GO:0071356, GO:0071306, GO:0038063, GO:0032964, GO:0030199, GO:0048706, GO:0001958, GO:0001886, GO:0030198, GO:0060325, GO:0001957, GO:0010812, GO:0030903, GO:0001503, GO:0001649, GO:0090263, GO:0030335, GO:0045893, GO:0010718, GO:0034504, GO:0015031, GO:0051591, GO:0032355, GO:1902617, GO:0042542, GO:0055093, GO:0032868, GO:0009612, GO:0007584, GO:0031667, GO:0043434, GO:0048545, GO:0009410, GO:0007605, GO:0001501, GO:0048705, GO:0043588, GO:0043589, GO:0034505, GO:0007601"
col1a2,COL1A2,"GO:0001568, GO:0030282, GO:0110096, GO:0071230, GO:0071300, GO:0097067, GO:0030199, GO:0032963, GO:0085029, GO:0030198, GO:0030903, GO:0042476, GO:0070208, GO:0008217, GO:0009612, GO:0071873, GO:0007266, GO:0001501, GO:0043589, GO:0007179"
col2a1,COL2A1,"GO:0097065, GO:0060348, GO:0001502, GO:0051216, GO:0060351, GO:0071773, GO:1990314, GO:0071260, GO:0071316, GO:0071374, GO:0071375, GO:0071300, GO:0071356, GO:0071306, GO:0007417, GO:0002062, GO:0030199, GO:0060272, GO:0001958, GO:0030198, GO:0097192, GO:0003417, GO:0003007, GO:0048839, GO:0042472, GO:0060174, GO:0035108, GO:2001240, GO:0030903, GO:0001503, GO:0071599, GO:0006029, GO:0010468, GO:0071774, GO:0009612, GO:0010165, GO:0060021, GO:0007605, GO:0001501, GO:0048705, GO:0001894, GO:0007601"
col5a2,COL5A2,"GO:0071230, GO:0030199, GO:0030198, GO:0048592, GO:1903225, GO:0030903, GO:0001503, GO:0001501, GO:0043588"
commd1,COMMD1,"GO:0006878, GO:0042632, GO:0055070, GO:0006893, GO:0034383, GO:1902072, GO:0032088, GO:2000009, GO:1902306, GO:0006289, GO:0048227, GO:1904109, GO:1905751, GO:2000010, GO:0031398, GO:0031648, GO:0034394, GO:0015031, GO:0097006, GO:0032434, GO:0006412"
coq9,COQ9,"GO:0006120, GO:0006744"
cp,CP,"GO:0061762, GO:0006878, GO:0006879, GO:0098869, GO:0019395, GO:0007565, GO:0010467, GO:0042593, GO:0007476, GO:0006954, GO:0006826, GO:0007595, GO:0016042, GO:0001889, GO:0030324, GO:0060056, GO:0007005, GO:0015679, GO:0065003, GO:0043393, GO:0046688, GO:0032868, GO:0007584"
crh,CRH,"GO:0030325, GO:0008306, GO:0071314, GO:0071549, GO:0007268, GO:0016101, GO:0007565, GO:0006704, GO:0008628, GO:0021854, GO:0006954, GO:0007611, GO:0035641, GO:0060291, GO:0030324, GO:0050801, GO:0042322, GO:0032811, GO:0010629, GO:0070093, GO:0033685, GO:0010700, GO:0003085, GO:0051402, GO:0007567, GO:2000987, GO:0090280, GO:0043950, GO:0008284, GO:0010841, GO:2000854, GO:0051461, GO:0051464, GO:0060456, GO:0010628, GO:0035774, GO:0001934, GO:2000310, GO:0014062, GO:0097305, GO:1904044, GO:0042220, GO:0051412, GO:0043627, GO:0045471, GO:0045472, GO:0035902, GO:0048265, GO:0009410, GO:0007165, GO:0008202, GO:0001963"
crhr2,CRHR2,"GO:0007015, GO:0007188, GO:0042423, GO:0007166, GO:0071376, GO:0071385, GO:0021549, GO:0030855, GO:0035482, GO:0007186, GO:0009755, GO:0021854, GO:0060291, GO:0016525, GO:0090281, GO:2000293, GO:0032811, GO:2000252, GO:0046882, GO:0010629, GO:0061179, GO:0033685, GO:0010700, GO:0007200, GO:0045777, GO:0043950, GO:2000573, GO:0010628, GO:0010460, GO:0032755, GO:0051092, GO:0014064, GO:0032874, GO:0070372, GO:0048630"
crispld2,CRISPLD2,"GO:0060536, GO:0048703, GO:0030198, GO:0060325, GO:0030324, GO:0060021"
crp,CRP,"GO:0006953, GO:0071277, GO:0071354, GO:0071732, GO:0006958, GO:0050830, GO:0006954, GO:0045087, GO:0007526, GO:0060537, GO:0010888, GO:0010745, GO:0032945, GO:0032929, GO:0008228, GO:1900006, GO:0010628, GO:0045429, GO:0032930, GO:0051258, GO:0032677, GO:0010988, GO:0006357, GO:0032355, GO:0045471, GO:0001666, GO:0010288, GO:0031667, GO:0033574, GO:0045214, GO:0042310"
csf2,CSF2,"GO:0008283, GO:0097011, GO:0071222, GO:0097028, GO:0001892, GO:0050673, GO:0042045, GO:0038157, GO:0001821, GO:0006955, GO:0030225, GO:0030224, GO:0030099, GO:0043011, GO:0045892, GO:2001240, GO:0030223, GO:0030335, GO:0008284, GO:0070374, GO:0010628, GO:0032747, GO:0070665, GO:0010744, GO:0045651, GO:0071803, GO:0051897, GO:1904075, GO:0042531, GO:0007259, GO:0097696, GO:0042127, GO:0045187, GO:0010468, GO:0034405, GO:0034021, GO:0031929"
csf3,CSF3,"GO:0071345, GO:0071222, GO:0019221, GO:0038158, GO:0030851, GO:0006955, GO:0030225, GO:0061515, GO:0030223, GO:0030838, GO:0008284, GO:0045639, GO:0050731, GO:0051897, GO:0045944, GO:0110053, GO:0045471"
csf3r,CSF3R,"GO:0097186, GO:0007155, GO:0019221, GO:0006952, GO:0060216, GO:0035162, GO:0030851, GO:0016064, GO:0030225, GO:0030224, GO:0030099, GO:0030593, GO:0030223, GO:0001780, GO:0008284, GO:1901534, GO:0042531, GO:1901532, GO:0045637, GO:0045658, GO:0007165"
cst3,CST3,"GO:0070301, GO:0034599, GO:0006952, GO:0007566, GO:0001654, GO:0006955, GO:0008584, GO:0060313, GO:0010711, GO:2000117, GO:0060311, GO:0010716, GO:0010466, GO:0045861, GO:0008284, GO:0045740, GO:0034103, GO:0048678, GO:0009743, GO:0032355, GO:0001666, GO:0031667, GO:0009636, GO:0009410, GO:0007431, GO:0060009, GO:0097435"
ctbp2,CTBP2,"GO:1990830, GO:0048790, GO:0008285, GO:0045892, GO:0000122, GO:0035563, GO:0048386, GO:0045944, GO:0006357, GO:0016081, GO:0019079, GO:0050872"
ctf1,CTF1,"GO:0007267, GO:0007166, GO:0070120, GO:0006955, GO:0048861, GO:0007517, GO:0043524, GO:0007399, GO:0048666, GO:0030182, GO:0008284, GO:0042531, GO:0007165"
ctnnb1,CTNNB1,"GO:0090425, GO:0034333, GO:0034332, GO:0048513, GO:0009948, GO:0097190, GO:0036520, GO:1904837, GO:0070830, GO:0046849, GO:0045453, GO:0001569, GO:0001658, GO:0060070, GO:0044338, GO:0060038, GO:0060947, GO:0007155, GO:0098609, GO:0044331, GO:0030154, GO:0001708, GO:0007160, GO:0048469, GO:0000902, GO:0008283, GO:0044344, GO:0071363, GO:0071681, GO:1990314, GO:0071285, GO:0071260, GO:0034224, GO:0022009, GO:0007268, GO:0002062, GO:0060026, GO:0060982, GO:0061550, GO:1904888, GO:0035995, GO:0048262, GO:0006351, GO:1990791, GO:0009950, GO:0009953, GO:0007398, GO:0000578, GO:1990403, GO:0042733, GO:0048617, GO:0035115, GO:0035050, GO:0035116, GO:0048568, GO:0036023, GO:0001711, GO:0001706, GO:0061154, GO:0060983, GO:0007173, GO:1905867, GO:0030855, GO:0060742, GO:0060767, GO:0001837, GO:0060441, GO:0060856, GO:1990963, GO:0008543, GO:0030900, GO:0061198, GO:0001702, GO:0010467, GO:0035112, GO:0002067, GO:0007403, GO:0003094, GO:0035315, GO:0022405, GO:0031069, GO:0060789, GO:0007507, GO:0030097, GO:0030902, GO:0021854, GO:0001701, GO:0001822, GO:0021819, GO:0002089, GO:0060173, GO:0001889, GO:0060484, GO:0060479, GO:0030324, GO:0060487, GO:0060492, GO:0030539, GO:0000165, GO:0010463, GO:0060916, GO:0072497, GO:0060231, GO:0060485, GO:0072132, GO:0003338, GO:0030901, GO:1904948, GO:0007494, GO:0016331, GO:0045445, GO:0051450, GO:0016525, GO:0043066, GO:2001234, GO:0090090, GO:0045596, GO:0008285, GO:0032331, GO:0045892, GO:0010629, GO:0003340, GO:0045976, GO:0050768, GO:0043524, GO:0048715, GO:0045671, GO:1903377, GO:0033234, GO:0000122, GO:0072079, GO:0001840, GO:0007405, GO:0030182, GO:0048664, GO:0001764, GO:1990138, GO:0042475, GO:0048709, GO:0048599, GO:0001649, GO:0030316, GO:0003151, GO:0060066, GO:0031016, GO:0043065, GO:1905555, GO:0061047, GO:0045597, GO:0008284, GO:2000017, GO:0045893, GO:0045603, GO:0030858, GO:0060769, GO:0010718, GO:0045743, GO:0010628, GO:0010909, GO:0034112, GO:0043410, GO:0002053, GO:0044093, GO:2000288, GO:2000179, GO:0002052, GO:0043525, GO:1901331, GO:0045669, GO:0048643, GO:2000648, GO:0032212, GO:0045944, GO:0032968, GO:0043161, GO:0008104, GO:0034394, GO:0000209, GO:0009954, GO:0045765, GO:0042981, GO:0090279, GO:0045595, GO:0042127, GO:0030997, GO:0070602, GO:0030856, GO:0010717, GO:0048145, GO:0010468, GO:0031641, GO:0072182, GO:0050767, GO:0045667, GO:0045670, GO:2000008, GO:0031396, GO:0003266, GO:0048660, GO:0051963, GO:0042129, GO:0051884, GO:0006357, GO:0072053, GO:0072054, GO:0072033, GO:0014823, GO:0046686, GO:0034097, GO:0032355, GO:0043627, GO:0009725, GO:0009410, GO:0014010, GO:0001501, GO:0043588, GO:0051145, GO:0019827, GO:0072089, GO:0061549, GO:0050808, GO:0097091, GO:0048489, GO:0030217, GO:0033077, GO:0048538, GO:0001894, GO:0060440, GO:0060439, GO:0006366, GO:0001944, GO:0001570, GO:0003223, GO:0016055"
ctnnd2,CTNND2,"GO:0007155, GO:0098609, GO:0007043, GO:0060997, GO:0007612, GO:0099562, GO:0001763, GO:0106028, GO:0045773, GO:0060828, GO:0099072, GO:0048167, GO:0007165, GO:0050808, GO:0016055"
ctsb,CTSB,"GO:0006914, GO:0071260, GO:0097067, GO:0030574, GO:0046697, GO:0030855, GO:0051402, GO:0030163, GO:0006508, GO:0051603, GO:0042981, GO:0050790, GO:0014075, GO:0034097, GO:0071548, GO:0045471, GO:0009749, GO:0070670, GO:1904373, GO:0009612, GO:0043434, GO:0007519, GO:0007283, GO:0006590, GO:0046718"
ctsd,CTSD,"GO:0019886, GO:0000045, GO:0097194, GO:1901143, GO:0038020, GO:0042159, GO:0061061, GO:0043065, GO:0030163, GO:0006508, GO:0070201, GO:0009617, GO:0031667, GO:0003406, GO:0099532, GO:0099003"
